user_sequence,challenge
108101_13,CI24261
108104_11,CI24917
108104_12,CI23855
108104_13,CI24261
108106_11,CI24917
108106_12,CI23855
108106_13,CI24261
108111_11,CI24917
108111_12,CI24261
108111_13,CI23933
108114_11,CI24917
108114_12,CI23855
108114_13,CI24261
108117_11,CI24917
108117_12,CI23855
108117_13,CI24261
108119_11,CI24917
108119_12,CI23855
108119_13,CI24261
108121_11,CI24917
108121_12,CI23855
108121_13,CI24261
108123_11,CI24917
108123_12,CI23855
108123_13,CI24261
108124_11,CI24917
108124_12,CI23855
108124_13,CI24261
108125_11,CI24917
108125_12,CI23855
108125_13,CI24261
108127_11,CI24917
108127_12,CI23855
108127_13,CI24261
108128_11,CI24917
108128_12,CI23855
108128_13,CI24261
108131_11,CI24917
108131_12,CI23855
108131_13,CI24261
108133_11,CI24917
108133_12,CI23855
108133_13,CI24261
108134_11,CI24917
108134_12,CI23855
108134_13,CI24261
108139_11,CI24917
108139_12,CI23855
108139_13,CI24261
108141_11,CI24917
108141_12,CI24261
108141_13,CI23933
108143_11,CI24917
108143_12,CI23855
108143_13,CI24261
108145_11,CI28567
108145_12,CI28569
108145_13,CI28570
108148_11,CI28567
108148_12,CI28569
108148_13,CI28570
108152_11,CI28567
108152_12,CI28569
108152_13,CI28570
108153_11,CI28567
108153_12,CI28569
108153_13,CI28570
108154_11,CI28567
108154_12,CI28569
108154_13,CI28570
108158_11,CI24917
108158_12,CI23855
108158_13,CI24261
108161_11,CI28567
108161_12,CI28569
108161_13,CI28570
108167_11,CI28567
108167_12,CI28569
108167_13,CI28570
108170_11,CI28567
108170_12,CI28569
108170_13,CI28570
108171_11,CI28567
108171_12,CI28569
108171_13,CI28570
108172_11,CI24917
108172_12,CI23855
108172_13,CI24261
108173_11,CI28567
108173_12,CI28569
108173_13,CI28570
108175_11,CI28567
108175_12,CI28569
108175_13,CI28570
108177_11,CI28567
108177_12,CI28569
108177_13,CI28570
108178_11,CI23855
108178_12,CI24261
108178_13,CI23933
108184_11,CI24917
108184_12,CI23855
108184_13,CI24261
108186_11,CI28567
108186_12,CI28569
108186_13,CI28570
108188_11,CI28567
108188_12,CI28569
108188_13,CI28570
108189_11,CI28567
108189_12,CI28569
108189_13,CI28570
108193_11,CI28567
108193_12,CI28569
108193_13,CI28570
108195_11,CI28567
108195_12,CI28569
108195_13,CI28570
108196_11,CI28567
108196_12,CI28569
108196_13,CI28570
108197_11,CI24917
108197_12,CI23855
108197_13,CI24261
108201_11,CI24917
108201_12,CI23855
108201_13,CI24261
108203_11,CI24917
108203_12,CI23855
108203_13,CI24261
108204_11,CI24917
108204_12,CI23855
108204_13,CI24261
108205_11,CI24917
108205_12,CI23855
108205_13,CI24261
108210_11,CI24917
108210_12,CI23855
108210_13,CI24261
108211_11,CI24917
108211_12,CI24261
108211_13,CI23933
108213_11,CI24917
108213_12,CI23855
108213_13,CI24261
108214_11,CI24917
108214_12,CI23855
108214_13,CI24261
108215_11,CI24917
108215_12,CI23855
108215_13,CI24261
108218_11,CI24917
108218_12,CI24261
108218_13,CI23933
108222_11,CI24917
108222_12,CI24261
108222_13,CI23933
108223_11,CI23855
108223_12,CI24261
108223_13,CI23933
108229_11,CI27282
108229_12,CI26052
108229_13,CI25727
108230_11,CI24261
108230_12,CI23933
108230_13,CI23714
108231_11,CI24917
108231_12,CI23855
108231_13,CI24261
108236_11,CI24917
108236_12,CI23855
108236_13,CI24261
108241_11,CI24917
108241_12,CI24261
108241_13,CI23714
108244_11,CI24917
108244_12,CI23855
108244_13,CI24261
108247_11,CI24917
108247_12,CI23855
108247_13,CI24261
108249_11,CI24917
108249_12,CI23855
108249_13,CI24261
108250_11,CI24917
108250_12,CI23855
108250_13,CI24261
108252_11,CI24917
108252_12,CI23855
108252_13,CI24261
108254_11,CI24917
108254_12,CI23855
108254_13,CI24261
108258_11,CI24917
108258_12,CI23855
108258_13,CI24261
108259_11,CI24917
108259_12,CI23855
108259_13,CI24261
108260_11,CI24917
108260_12,CI23855
108260_13,CI24261
108266_11,CI24917
108266_12,CI23855
108266_13,CI24261
108268_11,CI24917
108268_12,CI23855
108268_13,CI24261
108271_11,CI23855
108271_12,CI24261
108271_13,CI23933
108274_11,CI23855
108274_12,CI24261
108274_13,CI23933
108282_11,CI24917
108282_12,CI23855
108282_13,CI23933
108283_11,CI24917
108283_12,CI23855
108283_13,CI23933
108285_11,CI24917
108285_12,CI23855
108285_13,CI24261
108287_11,CI24917
108287_12,CI23855
108287_13,CI23933
108288_11,CI24917
108288_12,CI23855
108288_13,CI24261
108290_11,CI24917
108290_12,CI23855
108290_13,CI24261
108291_11,CI24917
108291_12,CI23855
108291_13,CI24261
108293_11,CI24917
108293_12,CI23855
108293_13,CI24261
108296_11,CI24917
108296_12,CI23855
108296_13,CI24261
108300_11,CI24917
108300_12,CI23855
108300_13,CI23933
108303_11,CI24917
108303_12,CI23855
108303_13,CI24261
108305_11,CI24917
108305_12,CI23855
108305_13,CI24261
108306_11,CI24917
108306_12,CI23855
108306_13,CI24261
108308_11,CI24917
108308_12,CI23855
108308_13,CI24261
108310_11,CI24917
108310_12,CI23855
108310_13,CI24261
108312_11,CI24917
108312_12,CI24261
108312_13,CI23933
108313_11,CI24917
108313_12,CI23855
108313_13,CI24261
108315_11,CI24917
108315_12,CI23855
108315_13,CI24261
108316_11,CI24917
108316_12,CI23855
108316_13,CI24261
108317_11,CI24917
108317_12,CI23855
108317_13,CI24261
108319_11,CI24917
108319_12,CI23855
108319_13,CI24261
108324_11,CI23855
108324_12,CI24261
108324_13,CI23933
108327_11,CI24917
108327_12,CI23855
108327_13,CI24261
108330_11,CI24917
108330_12,CI23855
108330_13,CI24261
108333_11,CI24917
108333_12,CI23855
108333_13,CI24261
108335_11,CI24917
108335_12,CI23855
108335_13,CI24261
108336_11,CI24917
108336_12,CI23855
108336_13,CI24261
108337_11,CI24917
108337_12,CI23855
108337_13,CI24261
108340_11,CI24917
108340_12,CI23855
108340_13,CI24261
108342_11,CI24917
108342_12,CI23855
108342_13,CI24261
108350_11,CI24917
108350_12,CI23855
108350_13,CI24261
108352_11,CI24917
108352_12,CI23855
108352_13,CI24261
108354_11,CI24917
108354_12,CI23855
108354_13,CI24261
108360_11,CI24917
108360_12,CI23855
108360_13,CI24261
108365_11,CI24917
108365_12,CI23855
108365_13,CI24261
108367_11,CI24917
108367_12,CI23855
108367_13,CI24261
108368_11,CI24917
108368_12,CI23855
108368_13,CI24261
108369_11,CI24917
108369_12,CI23855
108369_13,CI24261
108370_11,CI24917
108370_12,CI23855
108370_13,CI24261
108372_11,CI24917
108372_12,CI23855
108372_13,CI24261
108373_11,CI24917
108373_12,CI23855
108373_13,CI23933
108377_11,CI24917
108377_12,CI23855
108377_13,CI24261
108380_11,CI24917
108380_12,CI23855
108380_13,CI24261
108385_11,CI24917
108385_12,CI23855
108385_13,CI24261
108387_11,CI24917
108387_12,CI23855
108387_13,CI24261
108388_11,CI24917
108388_12,CI23855
108388_13,CI24261
108390_11,CI24917
108390_12,CI24261
108390_13,CI23933
108392_11,CI23855
108392_12,CI24261
108392_13,CI23933
108396_11,CI23855
108396_12,CI24261
108396_13,CI23933
108397_11,CI24917
108397_12,CI23933
108397_13,CI23714
108398_11,CI24917
108398_12,CI23855
108398_13,CI24261
108400_11,CI24917
108400_12,CI24261
108400_13,CI23933
108401_11,CI24917
108401_12,CI24261
108401_13,CI23933
108402_11,CI24917
108402_12,CI24261
108402_13,CI23933
108403_11,CI24917
108403_12,CI23933
108403_13,CI23714
108404_11,CI24917
108404_12,CI23855
108404_13,CI23933
108405_11,CI24917
108405_12,CI23855
108405_13,CI24261
108413_11,CI23855
108413_12,CI24261
108413_13,CI23933
108415_11,CI24917
108415_12,CI24261
108415_13,CI23933
108417_11,CI24917
108417_12,CI24261
108417_13,CI23933
108418_11,CI24917
108418_12,CI24261
108418_13,CI23933
108421_11,CI24917
108421_12,CI24261
108421_13,CI23933
108422_11,CI24917
108422_12,CI23855
108422_13,CI24261
108427_11,CI24917
108427_12,CI23855
108427_13,CI24261
108432_11,CI24917
108432_12,CI23855
108432_13,CI24261
108433_11,CI24917
108433_12,CI23855
108433_13,CI24261
108435_11,CI24917
108435_12,CI23855
108435_13,CI24261
108441_11,CI24917
108441_12,CI23855
108441_13,CI24261
108448_11,CI24917
108448_12,CI23855
108448_13,CI24261
108449_11,CI24917
108449_12,CI23855
108449_13,CI24261
108453_11,CI24917
108453_12,CI23855
108453_13,CI24261
108456_11,CI24261
108456_12,CI23714
108456_13,CI27282
108457_11,CI23855
108457_12,CI24261
108457_13,CI23933
108459_11,CI24917
108459_12,CI23855
108459_13,CI24261
108461_11,CI24917
108461_12,CI23855
108461_13,CI24261
108468_11,CI24917
108468_12,CI23855
108468_13,CI24261
108470_11,CI24917
108470_12,CI23855
108470_13,CI24261
108472_11,CI24917
108472_12,CI23855
108472_13,CI24261
108476_11,CI24917
108476_12,CI23855
108476_13,CI23933
108478_11,CI24917
108478_12,CI23855
108478_13,CI24261
108481_11,CI24917
108481_12,CI23855
108481_13,CI24261
108482_11,CI24917
108482_12,CI23855
108482_13,CI23933
108483_11,CI24917
108483_12,CI23855
108483_13,CI24261
108484_11,CI24917
108484_12,CI23855
108484_13,CI24261
108487_11,CI24917
108487_12,CI27282
108487_13,CI26052
108494_11,CI24917
108494_12,CI24261
108494_13,CI23933
108495_11,CI24917
108495_12,CI23855
108495_13,CI24261
108497_11,CI23855
108497_12,CI24261
108497_13,CI23933
108499_11,CI24917
108499_12,CI23855
108499_13,CI24261
108500_11,CI24917
108500_12,CI23855
108500_13,CI24261
108501_11,CI24917
108501_12,CI23855
108501_13,CI24261
108503_11,CI24917
108503_12,CI23855
108503_13,CI23933
108505_11,CI23855
108505_12,CI24261
108505_13,CI23933
108506_11,CI23855
108506_12,CI23933
108506_13,CI23714
108507_11,CI24917
108507_12,CI23855
108507_13,CI23933
108510_11,CI23855
108510_12,CI24261
108510_13,CI23933
108516_11,CI24917
108516_12,CI23855
108516_13,CI24261
108517_11,CI24917
108517_12,CI23855
108517_13,CI24261
108518_11,CI24917
108518_12,CI24261
108518_13,CI23933
108521_11,CI23855
108521_12,CI24261
108521_13,CI23933
108528_11,CI23855
108528_12,CI24261
108528_13,CI27282
108534_11,CI23855
108534_12,CI24261
108534_13,CI23714
108537_11,CI24917
108537_12,CI23855
108537_13,CI23933
108538_11,CI24917
108538_12,CI23933
108538_13,CI23714
108539_11,CI24917
108539_12,CI23855
108539_13,CI24261
108543_11,CI24917
108543_12,CI23933
108543_13,CI23714
108546_11,CI24917
108546_12,CI23855
108546_13,CI24261
108554_11,CI24917
108554_12,CI27282
108554_13,CI26052
108562_11,CI28567
108562_12,CI28569
108562_13,CI28570
108565_11,CI24917
108565_12,CI23855
108565_13,CI23933
108566_11,CI24917
108566_12,CI23855
108566_13,CI24261
108567_11,CI24261
108567_12,CI23933
108567_13,CI23714
108579_11,CI24917
108579_12,CI23855
108579_13,CI24261
108584_11,CI23855
108584_12,CI23714
108584_13,CI27282
108587_11,CI23855
108587_12,CI24261
108587_13,CI23933
108588_11,CI24917
108588_12,CI23855
108588_13,CI24261
108591_11,CI24917
108591_12,CI23855
108591_13,CI24261
108597_11,CI24917
108597_12,CI23855
108597_13,CI24261
108599_11,CI24917
108599_12,CI23855
108599_13,CI24261
108600_11,CI24917
108600_12,CI23855
108600_13,CI24261
108602_11,CI24917
108602_12,CI23855
108602_13,CI24261
108603_11,CI23855
108603_12,CI24261
108603_13,CI23933
108604_11,CI23855
108604_12,CI24261
108604_13,CI23933
108605_11,CI24917
108605_12,CI23855
108605_13,CI24261
108606_11,CI24917
108606_12,CI23855
108606_13,CI23933
108607_11,CI24917
108607_12,CI23855
108607_13,CI24261
108613_11,CI24917
108613_12,CI23855
108613_13,CI24261
108614_11,CI24917
108614_12,CI23855
108614_13,CI24261
108624_11,CI24917
108624_12,CI23855
108624_13,CI24261
108627_11,CI24917
108627_12,CI23855
108627_13,CI24261
108628_11,CI24917
108628_12,CI23855
108628_13,CI24261
108629_11,CI24917
108629_12,CI23855
108629_13,CI24261
108630_11,CI23855
108630_12,CI23933
108630_13,CI23714
108632_11,CI24917
108632_12,CI23855
108632_13,CI24261
108636_11,CI24917
108636_12,CI23855
108636_13,CI24261
108644_11,CI24917
108644_12,CI24261
108644_13,CI23933
108647_11,CI24917
108647_12,CI23855
108647_13,CI24261
108649_11,CI24917
108649_12,CI23855
108649_13,CI24261
108650_11,CI24917
108650_12,CI23855
108650_13,CI24261
108654_11,CI24917
108654_12,CI24261
108654_13,CI23933
108656_11,CI24917
108656_12,CI23933
108656_13,CI23714
108657_11,CI24917
108657_12,CI23855
108657_13,CI24261
108658_11,CI23855
108658_12,CI24261
108658_13,CI23933
108660_11,CI24917
108660_12,CI23855
108660_13,CI23933
108662_11,CI24917
108662_12,CI24261
108662_13,CI23933
108665_11,CI24917
108665_12,CI23855
108665_13,CI23933
108666_11,CI24917
108666_12,CI23855
108666_13,CI23933
108670_11,CI24917
108670_12,CI23855
108670_13,CI24261
108672_11,CI24917
108672_12,CI23855
108672_13,CI24261
108673_11,CI23855
108673_12,CI24261
108673_13,CI23933
108676_11,CI24917
108676_12,CI23855
108676_13,CI23933
108678_11,CI24917
108678_12,CI24261
108678_13,CI23714
108680_11,CI24917
108680_12,CI23855
108680_13,CI24261
108682_11,CI24917
108682_12,CI23855
108682_13,CI24261
108690_11,CI23855
108690_12,CI23714
108690_13,CI27282
108692_11,CI24917
108692_12,CI23855
108692_13,CI24261
108695_11,CI24917
108695_12,CI23855
108695_13,CI24261
108700_11,CI24917
108700_12,CI23855
108700_13,CI24261
108708_11,CI24917
108708_12,CI23855
108708_13,CI24261
108711_11,CI24917
108711_12,CI23855
108711_13,CI23933
108717_11,CI24917
108717_12,CI23933
108717_13,CI23714
108718_11,CI24917
108718_12,CI23855
108718_13,CI24261
108722_11,CI23855
108722_12,CI23933
108722_13,CI23714
108730_11,CI24917
108730_12,CI23855
108730_13,CI24261
108733_11,CI24917
108733_12,CI24261
108733_13,CI23933
108734_11,CI24917
108734_12,CI23855
108734_13,CI24261
108737_11,CI24917
108737_12,CI23855
108737_13,CI24261
108738_11,CI24917
108738_12,CI23855
108738_13,CI24261
108741_11,CI24917
108741_12,CI23714
108741_13,CI27282
108742_11,CI24917
108742_12,CI23855
108742_13,CI24261
108744_11,CI24917
108744_12,CI23855
108744_13,CI24261
108748_11,CI24917
108748_12,CI23855
108748_13,CI24261
108753_11,CI26155
108753_12,CI26165
108753_13,CI26156
108755_11,CI26155
108755_12,CI26165
108755_13,CI26156
108756_11,CI26156
108756_12,CI26157
108756_13,CI26173
108758_11,CI24917
108758_12,CI23855
108758_13,CI24261
108759_11,CI23855
108759_12,CI24261
108759_13,CI23933
108763_11,CI26155
108763_12,CI26156
108763_13,CI26157
108764_11,CI24917
108764_12,CI23855
108764_13,CI24261
108768_11,CI26155
108768_12,CI26165
108768_13,CI26156
108770_11,CI26155
108770_12,CI26165
108770_13,CI26156
108772_11,CI26155
108772_12,CI26165
108772_13,CI26156
108774_11,CI24917
108774_12,CI23855
108774_13,CI24261
108776_11,CI26165
108776_12,CI26156
108776_13,CI26157
108777_11,CI24917
108777_12,CI23855
108777_13,CI24261
108778_11,CI24917
108778_12,CI23855
108778_13,CI24261
108780_11,CI26155
108780_12,CI26156
108780_13,CI26173
108782_11,CI23855
108782_12,CI24261
108782_13,CI23933
108783_11,CI26155
108783_12,CI26165
108783_13,CI26156
108786_11,CI24917
108786_12,CI23855
108786_13,CI24261
108787_11,CI24917
108787_12,CI23855
108787_13,CI24261
108793_11,CI23855
108793_12,CI24261
108793_13,CI23933
108800_11,CI26155
108800_12,CI26165
108800_13,CI26156
108801_11,CI26155
108801_12,CI26165
108801_13,CI26156
108803_11,CI26155
108803_12,CI26165
108803_13,CI26156
108812_11,CI26155
108812_12,CI26165
108812_13,CI26156
108819_11,CI26155
108819_12,CI26165
108819_13,CI26156
108827_11,CI26155
108827_12,CI26165
108827_13,CI26156
108828_11,CI23855
108828_12,CI24261
108828_13,CI23933
108833_11,CI26155
108833_12,CI26165
108833_13,CI26156
108836_11,CI26155
108836_12,CI26165
108836_13,CI26156
108840_11,CI26155
108840_12,CI26156
108840_13,CI26157
108844_11,CI24917
108844_12,CI23855
108844_13,CI23933
108845_11,CI24917
108845_12,CI24261
108845_13,CI23933
108846_11,CI28567
108846_12,CI28569
108846_13,CI28570
108849_11,CI28567
108849_12,CI28569
108849_13,CI28570
108852_11,CI28567
108852_12,CI28569
108852_13,CI28570
108855_11,CI26155
108855_12,CI26165
108855_13,CI26156
108856_11,CI26165
108856_12,CI26156
108856_13,CI26157
108872_11,CI23933
108872_12,CI23714
108872_13,CI27282
108873_11,CI24917
108873_12,CI24261
108873_13,CI23933
108875_11,CI24917
108875_12,CI23855
108875_13,CI24261
108876_11,CI26155
108876_12,CI26165
108876_13,CI26156
108877_11,CI24917
108877_12,CI23855
108877_13,CI24261
108878_11,CI23855
108878_12,CI24261
108878_13,CI23933
108881_11,CI26155
108881_12,CI26165
108881_13,CI26156
108883_11,CI26155
108883_12,CI26165
108883_13,CI26156
108886_11,CI23855
108886_12,CI24261
108886_13,CI23933
108903_11,CI23855
108903_12,CI24261
108903_13,CI23933
108906_11,CI24917
108906_12,CI23855
108906_13,CI24261
108911_11,CI26904
108911_12,CI26917
108911_13,CI26867
108912_11,CI24917
108912_12,CI23855
108912_13,CI24261
108914_11,CI26155
108914_12,CI26165
108914_13,CI26156
108918_11,CI26155
108918_12,CI26165
108918_13,CI26156
108920_11,CI26155
108920_12,CI26165
108920_13,CI26156
108926_11,CI24917
108926_12,CI23855
108926_13,CI23933
108927_11,CI24917
108927_12,CI23855
108927_13,CI24261
108932_11,CI24917
108932_12,CI23855
108932_13,CI24261
108934_11,CI24917
108934_12,CI25634
108934_13,CI25142
108938_11,CI24917
108938_12,CI24261
108938_13,CI23933
108939_11,CI24917
108939_12,CI25634
108939_13,CI25142
108940_11,CI24917
108940_12,CI25634
108940_13,CI25142
108942_11,CI24917
108942_12,CI24261
108942_13,CI23933
108946_11,CI23855
108946_12,CI24261
108946_13,CI23933
108947_11,CI24917
108947_12,CI23855
108947_13,CI24261
108950_11,CI24917
108950_12,CI23855
108950_13,CI23933
108951_11,CI24917
108951_12,CI24261
108951_13,CI23933
108952_11,CI24917
108952_12,CI24261
108952_13,CI23933
108954_11,CI24917
108954_12,CI24261
108954_13,CI23933
108955_11,CI24917
108955_12,CI23855
108955_13,CI24261
108957_11,CI24917
108957_12,CI23855
108957_13,CI24261
108958_11,CI24917
108958_12,CI23855
108958_13,CI24261
108959_11,CI24917
108959_12,CI23855
108959_13,CI24261
108961_11,CI24917
108961_12,CI24261
108961_13,CI23933
108963_11,CI24917
108963_12,CI23855
108963_13,CI24261
108967_11,CI24917
108967_12,CI23855
108967_13,CI24261
108968_11,CI24917
108968_12,CI23855
108968_13,CI24261
108970_11,CI24917
108970_12,CI23855
108970_13,CI24261
108971_11,CI23855
108971_12,CI24261
108971_13,CI23933
108981_11,CI24917
108981_12,CI23855
108981_13,CI24261
108982_11,CI24917
108982_12,CI23855
108982_13,CI24261
108990_11,CI23855
108990_12,CI24261
108990_13,CI23933
